Index,Week,Timestamp,Rank,First appear,Watchface Name,Is Sport Tag,Official tags,Link,Watchface Thumbnail,Data Types,displayForm,data+displayForm,onlyIcon,Number of data types,Size of the visualizations,How is data identified,Representations beyond text,What data is visualized as a chart,Proportion data types,Corresponding proportion charts,Proportion Chart,"Graphical decoration(logo,background,screen border,container,divider,logo,design(=foreground graphic))",Animation,UI Style,Official tags,"Watch type (Analog, Digital,Hybrid)",Color Hue (Color except balck white grey),Website,Paid,,Proportion Chart analysis
234,3,28/03/2021 22:01,34,yes,MORPH,FALSE,Lifestyle;,https://www.facer.io/watchface/iwv4nvCmP8?watchModel=fossilgen5e,,time;date;day;watch battery;,text;,watch battery=text;,none;,1,,,,no;,watch battery;,text;,no;,background;container;,decoration;,skeuomorphism,Lifestyle;,digital,2,Facer,Premium,,no;
241,3,28/03/2021 22:01,41,yes,RUP-CAMPER,FALSE,Military;watchface;watchfaces;smartwatch;facer_io;s3frontier;primria;mobvoi;ticwatch;androidwatch;tizenos;tactical;galaxygea;galaxywatch;best;bestoftheday;clockface;awesome;great;,https://www.facer.io/watchface/uNgmbDvmKm?watchModel=gears3,,time;date;day;heart rate;steps;watch battery;location;temperature;,icon+text;icon+text;chart+text;text;text;,heart rate=icon+text;steps=icon+text;watch battery=chart+text;location=text;temperature=text;,none;,5,,,,watch battery;,watch battery;,text;,bar+pictogram;,background;divider;,no;,flat,Military;watchface;watchfaces;smartwatch;facer_io;s3frontier;primria;mobvoi;ticwatch;androidwatch;tizenos;tactical;galaxygea;galaxywatch;best;bestoftheday;clockface;awesome;great;,digital,1,Facer,Premium,,bar+pictogram;
246,3,28/03/2021 22:01,46,yes,BA | UFO,FALSE,Fun;,https://www.facer.io/watchface/2fixwqpEAa?watchModel=galaxywatch3,,time;date;day;steps;watch battery;moon;,text;chart+icon;chart;,steps=text;watch battery=chart+icon;moon=chart;,none;,3,,,,watch battery;,no;,no;,arc+pictogram;,background;,decoration;,flat,Fun;,digital,1,Facer,Premium,,arc+pictogram;
248,3,28/03/2021 22:01,48,yes,CYNETIC,FALSE,Lifestyle;,https://www.facer.io/watchface/LVZe9EFSHl?watchModel=armaniconnected,,time;date;day;weather;temperature;heart rate;steps;watch battery;,icon;text;icon+text;icon+text;chart;,weather=icon;temperature=text;heart rate=icon+text;steps=icon+text;watch battery=chart;,weather;,5,,,,watch battery;,watch battery;,text;,icon+bar;,background;container;,decoration;,skeuomorphism,Lifestyle;,digital,2,Facer,Premium,,icon+bar;
251,3,28/03/2021 22:01,51,yes,B Sharp - Daybreak +,FALSE,Luxury;b#;b sharp;bsharp;luxury;elegant;analog;mechanical;24hr;animated;hand made;hybrid;steps;weather;,https://www.facer.io/watchface/JZVoO2bmcw?watchModel=huaweiw1,,time;watch battery;,chart;,watch battery=chart;,none;,1,,,,watch battery;,watch battery;,gauge;,gauge;,container;design;,no;,skeuomorphism,Luxury;b#;b sharp;bsharp;luxury;elegant;analog;mechanical;24hr;animated;hand made;hybrid;steps;weather;,analog,2,Facer,Premium,,gauge;
253,3,28/03/2021 22:01,53,yes,VIENNA STUDIOS | Pro Business,FALSE,Realistic;luxury;rich;exclusive;vienna;studios;viennastudios;mechanical;classic;steps;time;date;best;top;most;analog;business;,https://www.facer.io/watchface/YepNRoDAMM?watchModel=armaniconnected,,time;date;day;steps;watch battery;,icon+text;chart;,steps=icon+text;watch battery=chart;,none;,2,,,,watch battery;,watch battery;,gauge;,gauge;,logo;background;screen border;container;,decoration;,skeuomorphism,Realistic;luxury;rich;exclusive;vienna;studios;viennastudios;mechanical;classic;steps;time;date;best;top;most;analog;business;,analog,1,Facer,Premium,,gauge;
254,3,28/03/2021 22:01,54,yes,CONTROL V +,FALSE,Abstract;new;game;color;abstract;cool;,https://www.facer.io/watchface/8JtAIqOvTb?watchModel=moto3602,,time;,none;,none;,none;,0,,,,no;,no;,no;,no;,logo;screen border;design;,no;,semi-flat,Abstract;new;game;color;abstract;cool;,digital,2,Facer,Premium,,no;
257,3,28/03/2021 22:01,57,yes,CONTROL Z +,FALSE,Abstract;abstract;neon;new;games;cool;cyberpunk.;,https://www.facer.io/watchface/vL6tAdmpN5?watchModel=moto3602,,time;date;day;watch battery;,icon+text;,watch battery=icon+text;,none;,1,,,,no;,watch battery;,text;,no;,logo;screen border;container;design;,decoration;,semi-flat,Abstract;abstract;neon;new;games;cool;cyberpunk.;,digital,6,Facer,Premium,,no;
258,3,28/03/2021 22:01,58,yes,LCD Diver,FALSE,Abstract;analog;elegant;luxury;realistic;simple;dive;diver;date;battery;charge;power;reserve;lcd;steps;temperature;aod;,https://www.facer.io/watchface/FZDuqoSLdZ?watchModel=moto360,,time;date;watch battery;,chart;,watch battery=chart;,none;,1,,,,watch battery;,watch battery;,gauge;,gauge;,logo;screen border;container;,no;,skeuomorphism,Abstract;analog;elegant;luxury;realistic;simple;dive;diver;date;battery;charge;power;reserve;lcd;steps;temperature;aod;,hybrid,1,Facer,Premium,,gauge;
265,3,28/03/2021 22:01,65,yes,GRR | Basketball game,FALSE,Gaming;basketball;basquet;game;gamer;gaming;retro;toons;grr;hot;,https://www.facer.io/watchface/YJFDR3RDuo?watchModel=armaniconnected,,time;game score;,text;,game score=text;,none;,1,,,,no;,no;,no;,no;,background;design;,decoration;,flat,Gaming;basketball;basquet;game;gamer;gaming;retro;toons;grr;hot;,digital,4,Facer,Premium,,no;
276,3,28/03/2021 22:01,76,yes,Fitness Flowers 07,FALSE,Lifestyle;fitness;activity;interactive;flowers;girly;women;,https://www.facer.io/watchface/DVeKaJEffD?watchModel=galaxyactive2,,time;date;day;watch battery;weather;steps;distance;calories;heart rate;,text;icon;text;text;text;icon+text;,watch battery=text;weather=icon;steps=text;distance=text;calories=text;heart rate=icon+text;,weather;,6,,,,no;,watch battery;,text;,no;,logo;screen border;container;divider;design;,no;,semi-flat,Lifestyle;fitness;activity;interactive;flowers;girly;women;,digital,3,Facer,Premium,,no;
278,3,28/03/2021 22:01,78,yes,Animated Gears Premium,FALSE,Elegant;elegant;interactive;premium;color theme;luxury;,https://www.facer.io/watchface/E4uTIw6Zdb?watchModel=montblancsummit2,,time;watch battery;,chart;,watch battery=chart;,none;,1,,,,watch battery;,watch battery;,bar within icon;,icon+bar;,logo;background;screen border;design;,decoration;,skeuomorphism,Elegant;elegant;interactive;premium;color theme;luxury;,analog,2,Facer,Premium,,icon+bar;
284,3,28/03/2021 22:01,84,yes,Breakfast at Tiffany's Premium,FALSE,Luxury;elegant;diamonds;luxury;women's;interactive;,https://www.facer.io/watchface/CBXxh0zqnI?watchModel=ztequartz,,time;date;day;steps;temperature;watch battery;,text;text;chart;,steps=text;temperature=text;watch battery=chart;,none;,3,,,,watch battery;,watch battery;,bar within icon;,icon+bar;,logo;background;screen border;container;,decoration;,skeuomorphism,Luxury;elegant;diamonds;luxury;women's;interactive;,analog,1,Facer,Premium,,icon+bar;
285,3,28/03/2021 22:01,85,yes,JC-Singing bunny,FALSE,Cartoon;easter;egg;fun;cool;,https://www.facer.io/watchface/SOfokrPOjL?watchModel=ticwatchs2glacier,,time;date;day;steps;watch battery;temperature;,icon+text;chart+text;text;,steps=icon+text;watch battery=chart+text;temperature=text;,none;,3,,,,no;,watch battery;,text;,no;,logo;background;screen border;container;design;,decoration;,semi-flat,Cartoon;easter;egg;fun;cool;,digital,4,Facer,Premium,,no;
287,3,28/03/2021 22:01,87,yes,Hoppy Easter (Animated) ,FALSE,Fun;easter;bunny;interactive;trending;popular;easter eggs;themeable;cute;pink;blue;purple;,https://www.facer.io/watchface/2TH7Q5jjy9?watchModel=fossilqwander,,time;date;day;weather;steps;heart rate;temperature;watch battery;phone battery;,icon;icon+text;icon+text;text;icon+text;icon+text;,weather=icon;steps=icon+text;heart rate=icon+text;temperature=text;watch battery=icon+text;phone battery=icon+text;,weather;,6,,,,no;,watch battery;phone battery;,text;text;,no;,background;design;,heart rate;,semi-flat,Fun;easter;bunny;interactive;trending;popular;easter eggs;themeable;cute;pink;blue;purple;,digital,4,Facer,Premium,,no;
290,3,28/03/2021 22:01,90,yes,[Customize] Party Pastels,FALSE,Lifestyle;customize;activity;girly;women;pink;spring;summer;flowers;party;,https://www.facer.io/watchface/Axq0Sn5oH9?watchModel=fossilqventure,,time;date;day;temperature;steps;distance;calories;heart rate;watch battery;,text;text;text;text;text;text;,temperature=text;steps=text;distance=text;calories=text;heart rate=text;watch battery=text;,none;,6,,,,no;,watch battery;,text;,no;,logo;background;design;container;,no;,semi-flat,Lifestyle;customize;activity;girly;women;pink;spring;summer;flowers;party;,digital,4,Facer,Premium,,no;
296,3,28/03/2021 22:01,96,yes,HUD 2.0 +,FALSE,Abstract;new;digital;hud;infographic;color;cool;,https://www.facer.io/watchface/WcVAY1vPxe?watchModel=moto3602,,time;date;day;location;steps;distance;heart rate;calories;,text;text;text;icon+text;text;,location=text;steps=text;distance=text;heart rate=icon+text;calories=text;,none;,5,,,,no;,no;,no;,no;,logo;container;divider;,no;,semi-flat,Abstract;new;digital;hud;infographic;color;cool;,digital,1,Facer,Premium,,no;
302,4,04/04/2021 22:00,2,yes,RZ241,FALSE,Elegant;3 color;full info;cool;rzwatchfaces;,https://www.facer.io/watchface/S6IqhTxLmI?watchModel=galaxyactive2,,time;date;day;moon;weather;temperature;watch battery;heart rate;steps;distance;,chart;icon;text;chart;icon+text;text;icon+text;,moon=chart;weather=icon;temperature=text;watch battery=chart;heart rate=icon+text;steps=text;distance=icon+text;,weather;,7,,,,watch battery;heart rate;,watch battery;,arc;,arc;,logo;divider;,no;,semi-flat,Elegant;3 color;full info;cool;rzwatchfaces;,digital,1,Facer,Premium,,arc;
305,4,04/04/2021 22:00,5,yes,TWO LINES 2.0 +,FALSE,Abstract;elegant;seek.minimal;analog;cool;black;,https://www.facer.io/watchface/wUhFEm473u?watchModel=moto3602,,time;date;location;,text;,location=text;,none;,1,,,,no;,no;,no;,no;,container;,no;,semi-flat,Abstract;elegant;seek.minimal;analog;cool;black;,hybrid,1,Facer,Premium,,no;
306,4,04/04/2021 22:00,6,yes,ONESHOT,FALSE,Lifestyle;,https://www.facer.io/watchface/eI4oMzseFC?watchModel=armaniconnected,,time;day;altitude;wind speed;weather;temperature;heart rate;steps;air pressure;watch battery;humidity;,text;text;icon;text;icon+text;icon+text;text;chart+text;text;,altitude=text;wind speed=text;weather=icon;temperature=text;heart rate=icon+text;steps=icon+text;air pressure=text;watch battery=chart+text;humidity=text;,weather;,9,,,,watch battery;,watch battery;,donut+text;,donut;,container;,heart rate;,skeuomorphism,Lifestyle;,digital,2,Facer,Premium,,donut;
308,4,04/04/2021 22:00,8,yes,HEADSHOT,FALSE,Lifestyle;,https://www.facer.io/watchface/bfNvOuRcNi?watchModel=galaxywatch,,time;date;day;watch battery;,text;,watch battery=text;,none;,1,,,,no;,no;,no;,no;,design;,no;,semi-flat,Lifestyle;,digital,1,Facer,Premium,,no;
317,4,04/04/2021 22:00,17,yes,BATWOLF Hadron,FALSE,Futuristic;temp;pulse;step count;battery;date;12/24h digital time;metric/imperial units;,https://www.facer.io/watchface/w15hFcuNB8?watchModel=armaniconnected,,time;date;day;temperature;steps;heart rate;watch battery;,text;icon+text;icon+text;text;,temperature=text;steps=icon+text;heart rate=icon+text;watch battery=text;,none;,4,,,,no;,watch battery;,text;,no;,logo;container;,no;,semi-flat,Futuristic;temp;pulse;step count;battery;date;12/24h digital time;metric/imperial units;,hybrid,1,Facer,Premium,,no;
321,4,04/04/2021 22:00,21,yes,Tide Master,FALSE,Abstract;analog;chronometer;themeable;dress;mens;ladies;watch;tide;tidal;lunar;,https://www.facer.io/watchface/6DmoCe9xKn?watchModel=moto360,,time;date;moon;tide;sun;,chart+icon;chart+text;chart+text;,moon=chart+icon;tide=chart+text;sun=chart+text;,none;,3,,,,moon;tide;,no;,no;,no;,container;,no;,semi-flat,Abstract;analog;chronometer;themeable;dress;mens;ladies;watch;tide;tidal;lunar;,analog,1,Facer,Premium,,no;
325,4,04/04/2021 22:00,25,yes,B# - Royal Flush - Gold,FALSE,Luxury;b#;b sharp;bsharp;luxury;realistic;realism;day;date;mechanical;analog;hybrid;hd;moon phase;calendar;elegant;gold;,https://www.facer.io/watchface/dQooD1EfxL?watchModel=galaxywatch3,,time;date;day;watch battery;moon;,chart+icon;chart;,watch battery=chart+icon;moon=chart;,none;,2,,,,watch battery;date;day;,watch battery;,gauge;,gauge;,logo;background;container;,no;,skeuomorphism,Luxury;b#;b sharp;bsharp;luxury;realistic;realism;day;date;mechanical;analog;hybrid;hd;moon phase;calendar;elegant;gold;,analog,1,Facer,Premium,,gauge;
326,4,04/04/2021 22:00,26,yes,Animated Fairytale Premium,FALSE,Cartoon;cartoon;animated;alice in wonderland;wonderland;white rabbit;animation;easter;interactive;new;menu;,https://www.facer.io/watchface/j8iYWhVNxB?watchModel=verizonwear24,,time;date;day;temperature;steps;,text;text;,temperature=text;steps=text;,none;,2,,,,no;,no;,no;,no;,background;container;,no;,skeuomorphism,Cartoon;cartoon;animated;alice in wonderland;wonderland;white rabbit;animation;easter;interactive;new;menu;,analog,2,Facer,Premium,,no;
330,4,04/04/2021 22:00,30,yes,NOSCOPE,FALSE,Lifestyle;,https://www.facer.io/watchface/lMdGIhgeEU?watchModel=armaniconnectedd,,time;date;day;temperature;weather;heart rate;watch battery;,text;text;icon+text;text;,temperature=text;weather=text;heart rate=icon+text;watch battery=text;,none;,4,,,,heart rate;,watch battery;,text;,no;,container;,heart rate;,skeuomorphism,Lifestyle;,digital,2,Facer,Premium,,no;
340,4,04/04/2021 22:00,40,yes,FLAT'n'WHITE,FALSE,Elegant;flat;black;chrono;themeable;simple;minimal;complete;ring;,https://www.facer.io/watchface/qId4whTvLT?watchModel=montblancsummit2blackcaseblackchain,,time;date;day;weather;steps;watch battery;heart rate;,chart+text;chart+text;chart+icon+text;chart+text;,weather=chart+text;steps=chart+text;watch battery=chart+icon+text;heart rate=chart+text;,none;,4,,,,weather;steps;watch battery;day;date;,watch battery;steps;heart rate;,gauge;sliding;gauge;,gauge;,container;,no;,flat,Elegant;flat;black;chrono;themeable;simple;minimal;complete;ring;,analog,1,Facer,Premium,,gauge;
344,4,04/04/2021 22:00,44,yes,M-2022 +,FALSE,Abstract;new;color;cool;bold;digital;,https://www.facer.io/watchface/rzsEnRRkL7?watchModel=moto3602,,time;,none;,none;,none;,0,,,,no;,no;,no;,no;,design;,no;,semi-flat,Abstract;new;color;cool;bold;digital;,digital,1,Facer,Premium,,no;
347,4,04/04/2021 22:00,47,yes,DOTS 2.0 +,FALSE,Abstract;new;digital;color;cool;dots;,https://www.facer.io/watchface/pMmVuXBmTh?watchModel=moto3602,,time;date;day;watch battery;phone battery;steps;distance;,chart+icon;chart+icon;chart+icon;chart+icon;,watch battery=chart+icon;phone battery=chart+icon;steps=chart+icon;distance=chart+icon;,none;,4,,,,watch battery;phone battery;steps;distance;,watch battery;steps;phone battery;distance;,sliding+text;sliding;sliding+text;sliding;,sliding;,logo;,no;,flat,Abstract;new;digital;color;cool;dots;,digital,2,Facer,Premium,,sliding;
351,4,04/04/2021 22:00,51,yes,CHAKRA,FALSE,Lifestyle;,https://www.facer.io/watchface/mZyE6ljTNt?watchModel=montblancsummit2,,time;date;day;temperature;heart rate;steps;watch battery;,text;icon+text;icon+text;text;,temperature=text;heart rate=icon+text;steps=icon+text;watch battery=text;,none;,4,,,,no;,watch battery;,text;,no;,background;container;,no;,skeuomorphism,Lifestyle;,digital,7,Facer,Premium,,no;
355,4,04/04/2021 22:00,55,yes,AG Pilot 810,FALSE,Elegant;elegant;style;stylish;fashion;moon;lunar;luxury;exclusive;,https://www.facer.io/watchface/ocgijTuWzm?watchModel=galaxywatch3,,time;date;day;temperature;air pressure;watch battery;phone battery;moon;,text;text;text;text;icon;,temperature=text;air pressure=text;watch battery=text;phone battery=text;moon=icon;,moon;,5,,,,sunset;sunrise;day;month;moon;,watch battery;phone battery;,text;text;,no;,logo;screen border;container;,no;,semi-flat,Elegant;elegant;style;stylish;fashion;moon;lunar;luxury;exclusive;,analog,2,Facer,Premium,,no;
361,4,04/04/2021 22:00,61,yes,CFW Digital 3in1,FALSE,Lifestyle;stop;watch;chrono;graph;moonphases;digital;,https://www.facer.io/watchface/XHVxp7jMm2?watchModel=galaxywatch3,,time;date;day;time zone;weather;temperature;heart rate;steps;watch battery;moon;,text;icon;text;icon+text;icon+text;chart;chart;,time zone=text;weather=icon;temperature=text;heart rate=icon+text;steps=icon+text;watch battery=chart;moon=chart;,weather;,7,,,,watch battery;,watch battery;,discrete bar;,bar+pictogram;,logo;background;screen border;container;,heart rate;,skeuomorphism,Lifestyle;stop;watch;chrono;graph;moonphases;digital;,digital,3,Facer,Premium,,bar+pictogram;
363,4,04/04/2021 22:00,63,yes,NEW Día de Muertos Premium,FALSE,Realistic;interactive;new;premium;fun;day of the dead;skull;día de muertos;death;,https://www.facer.io/watchface/Ze0SmkYQWj?watchModel=ztequartz,,time;date;day;watch battery;steps;,chart+text;text;,watch battery=chart+text;steps=text;,none;,2,,,,watch battery;,watch battery;,bar within icon;,icon+bar;,logo;background;design;,no;,skeuomorphism,Realistic;interactive;new;premium;fun;day of the dead;skull;día de muertos;death;,digital,1,Facer,Premium,,icon+bar;
372,4,04/04/2021 22:00,72,yes,SEPIA,FALSE,Lifestyle;,https://www.facer.io/watchface/kPLDiPc48X?watchModel=fossilqexplorist,,time;date;day;temperature;weather;watch battery;altitude;,text;text;chart+text;text;,temperature=text;weather=text;watch battery=chart+text;altitude=text;,none;,4,,,,watch battery;,watch battery;,text;,arc+pictogram;,background;container;,no;,skeuomorphism,Lifestyle;,digital,4,Facer,Premium,,arc+pictogram;
376,4,04/04/2021 22:00,76,yes,BA | ALIEN INVASION,FALSE,Fun;alien;ufoo;vni;,https://www.facer.io/watchface/I0rOmVBg0l?watchModel=galaxywatch3,,time;date;steps;watch battery;,text;chart+icon;,steps=text;watch battery=chart+icon;,none;,2,,,,watch battery;,no;,no;,arc+pictogram;,background;screen border;,decoration;,flat,Fun;alien;ufoo;vni;,digital,2,Facer,Premium,,arc+pictogram;
382,4,04/04/2021 22:00,82,yes,Fitness Flowers 10,FALSE,Lifestyle;girly;women;fitness;activity;flowers;summer;spring blue;green;interactive;,https://www.facer.io/watchface/QDESBp2I4D?watchModel=galaxyactive2,,time;date;day;watch battery;phone battery;steps;heart rate;weather;,icon+text;icon+text;chart+text;icon+text;icon;,watch battery=icon+text;phone battery=icon+text;steps=chart+text;heart rate=icon+text;weather=icon;,weather;,5,,,,steps;,watch battery;steps;phone battery;,discrete donut+text;discrete donut;text;,donut;,logo;screen border;container;design;,no;,semi-flat,Lifestyle;girly;women;fitness;activity;flowers;summer;spring blue;green;interactive;,hybrid,2,Facer,Premium,,donut;
384,4,04/04/2021 22:00,84,yes,Switchback V308,FALSE,Illustrated;nature;switchback;hiking;running;trail;mountain;trees;camping;colorful;retro;scenery;,https://www.facer.io/watchface/ggVFWVWiaZ?watchModel=montblancsummit2steelcasebrownleather,,time;date;day;watch battery;phone battery;,chart+icon;chart+icon;,watch battery=chart+icon;phone battery=chart+icon;,none;,2,,,,watch battery;phone battery;,watch battery;phone battery;,gauge;gauge;,gauge;,background;container;,no;,skeuomorphism,Illustrated;nature;switchback;hiking;running;trail;mountain;trees;camping;colorful;retro;scenery;,digital,4,Facer,Premium,,gauge;
385,4,04/04/2021 22:00,85,yes,BA | UFO POSTER,FALSE,Fun;ufo;ovni;alien;,https://www.facer.io/watchface/A22aLh8GUj?watchModel=galaxywatch3,,time;date;day;moon;steps;weather;watch battery;,chart;text;icon;chart;,moon=chart;steps=text;weather=icon;watch battery=chart;,weather;,4,,,,watch battery;,watch battery;,bar within icon;,icon+bar;,background;container;design;,no;,skeuomorphism,Fun;ufo;ovni;alien;,digital,2,Facer,Premium,,icon+bar;
388,4,04/04/2021 22:00,88,yes,Pop Art Lucy,FALSE,Fun;lucy;retro;50's;classic;fun;interactive;themeable;animated;blue;red;funky;fashion;,https://www.facer.io/watchface/4yC8iYzl8h?watchModel=fossilsport,,time;date;day;watch battery;weather;temperature;heart rate;,chart+text;icon;text;icon+text;,watch battery=chart+text;weather=icon;temperature=text;heart rate=icon+text;,weather;,4,,,,watch battery;,watch battery;,bar within icon+text;,icon+bar;,background;container;,heart rate;,semi-flat,Fun;lucy;retro;50's;classic;fun;interactive;themeable;animated;blue;red;funky;fashion;,digital,4,Facer,Premium,,icon+bar;
391,4,04/04/2021 22:00,91,yes,Pisces,FALSE,Abstract;analog;chronometer;themeable;dress;mens;ladies;watch;astrology;astrological;star;sign;pisces;,https://www.facer.io/watchface/8UsWN3tHZ0?watchModel=movadoconnect,,time;date;,none,none;,none;,0,,,,no;,no;,no;,no;,logo;background;container;,no;,skeuomorphism,Abstract;analog;chronometer;themeable;dress;mens;ladies;watch;astrology;astrological;star;sign;pisces;,analog,4,Facer,Premium,,no;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.929347826,,,,,,,,,,,,,,,,,
